Name,2NDTAG,3RDTAG,Agency,Agent notes for human,Area1,Area2,Artifacts,Contact person,Description,Email,Events,Funding Opportunities,Human notes for agent,LinkedIn,Memes,NewsletterScraper (CA),Ontology,Ontology Tags,Phone number,Projects & Areas,Public Email,SAP,Website,related programs and initiatives
Quesoni,,,org,Moved from Research & Reading List DB.,,,,,Cooperative / organization in the Catalan social economy ecosystem.,,,,,,,,,,,,,,https://quesoni.cat/,
Cooperatives de Treball,,,network/ecosystem,Moved from Research & Reading List DB.,,,,,Federation / network of worker cooperatives.,,,,,,,,,,,,,,https://www.cooperativestreball.coop/,
"Departament d'Acció Climàtica, Alimentació i Agenda Rural",CATBIS,,public body,Added CATBIS: clear Catalan climate/food/rural public-policy relevance. No collaboration status inferred.,"Ops in Catalunya, catalan",regional,,,"Catalan public body for climate action, food and rural agenda.",,,,,,"Bioeconomy, Eco Social Transition, Regeneration",,"Governance_Bodies (https://app.notion.com/p/Governance_Bodies-3331441510e181688959d5e2a5457fc6?pvs=21), Political_Advocacy (https://app.notion.com/p/Political_Advocacy-3331441510e1812880fdd8d661966799?pvs=21), Regenerative_Agriculture (https://app.notion.com/p/Regenerative_Agriculture-3331441510e181a3a4c8d5e5948fe526?pvs=21), Farmer_Support (https://app.notion.com/p/Farmer_Support-3331441510e18121891cff38c403492d?pvs=21), Water_Management (https://app.notion.com/p/Water_Management-3331441510e181288124c49fd649d9ba?pvs=21)",climate action; food policy; rural agenda; environmental governance; public administration; Catalunya,,,,"Catalan public body for climate action, food policy, and rural agenda. Relevant to CATBIS as institutional infrastructure for climate transition, food-system policy, rural development, biodiversity/environmental governance, and public programmes across Catalunya.",https://mediambient.gencat.cat/ca/05_ambits_dactuacio/,
Coop 57,,,"funder, org",Moved from Research & Reading List DB. Original tags: Cooperative; Financial Services.,,,,,Cooperative financial services organization / ethical finance funder.,,,,,,,,,,,,,,https://coop57.coop/ca,
Xarxa de Ciutats i Pobles cap a la Sostenibilitat,,,"network/ecosystem, public body",Moved from Research & Reading List DB.,,,,,Network of cities and towns for sustainability in the Barcelona province context.,,,,,,,,,,,,,,https://www.diba.cat/xarxasost/xarxa,
Sostenible,,,org,Moved from Research & Reading List DB. Original tag: Media & Communications.,,,,,Media and communications platform on sustainability.,,,,,,,,,,,,,,https://www.sostenible.cat/,
Gicoop,,,org,Moved from Research & Reading List DB. Original tags: Cooperative; Financial Services.,,,,,Cooperative financial services organization.,,,,,,,,,,,,,,http://gicoop.coop/,
Coop Fund,,,funder,Moved from Research & Reading List DB. Original tag: Inspiration.,,,,,Cooperative-oriented funding initiative / inspiration source.,,,,,,,,,,,,,,https://www.coopfund.info/,
"Àrea d'Ecologia, Urbanisme i Mobilitat",CATBIS,"Circular, Ecosystems, Energy, Social, Water",public body,,"Ops in Catalunya, catalan",Barcelonès,,,"Barcelona City Council’s Urbanism, Climate Action, Mobility, Neighbourhood Plan and Urban Services area is responsible for city-scale urban ecology, climate, mobility, public space, water, and urban-service policy.",,,,,,"Eco Social Transition, Regeneration",,"Governance_Bodies (https://app.notion.com/p/Governance_Bodies-3331441510e181688959d5e2a5457fc6?pvs=21), Political_Advocacy (https://app.notion.com/p/Political_Advocacy-3331441510e1812880fdd8d661966799?pvs=21), Transportation_Transitions (https://app.notion.com/p/Transportation_Transitions-3331441510e181cea709cbf900ab3d9f?pvs=21), Participatory_Planning_and_Strategies (https://app.notion.com/p/Participatory_Planning_and_Strategies-3331441510e181b09adbd91296317ceb?pvs=21), Systems_and_Resource_Mapping (https://app.notion.com/p/Systems_and_Resource_Mapping-3331441510e1817db512f22616e77166?pvs=21)",urban ecology; sustainable mobility; urbanism; public administration; climate adaptation; Barcelona,,,,"Barcelona municipal public-policy actor. Relevant to CATBIS as institutional infrastructure for urban ecology, climate action, sustainable mobility, public-space transformation, water/sequera policy, urban services, and ecosocial transition in Barcelona. Area2 set to Barcelonès because the operational scope is Barcelona city.",https://ajuntament.barcelona.cat/ecologiaurbana/ca,
Fundació Emprius,,,org,Moved from Research & Reading List DB. Original relevance: High.,,,,,Foundation / organization connected to commons and land stewardship.,,,,,,,,,,,,,,https://emprius.cat/,
Escola de Transiciones Telegram Group,,,,,,,,,,,,,,,,,,,,,,,,
Regen Coordination,,,org,,,,,,,,,,,,,,,,,,,,https://www.regencoordination.xyz/?v=1b22e7251f2f800594c2000c9bb5a316,
Colectic,CATBIS,,org,Added CATBIS: clear Catalan cooperative / community technology relevance. No collaboration status inferred.,"Ops in Catalunya, catalan",regional,,,"Barcelona nonprofit technology cooperative working for social transformation through participation, learning, community action, and the socialization of ICT.",,,,,,Eco Social Transition,,"Learning_Programs (https://app.notion.com/p/Learning_Programs-3331441510e181f48fccd81f52b7a58f?pvs=21), Network_Weaving (https://app.notion.com/p/Network_Weaving-3331441510e18111a00ac80e1492315c?pvs=21), Participatory_Planning_and_Strategies (https://app.notion.com/p/Participatory_Planning_and_Strategies-3331441510e181b09adbd91296317ceb?pvs=21), Cultural_Hub_or_Learning_Center (https://app.notion.com/p/Cultural_Hub_or_Learning_Center-3331441510e18163bf4ce6a952135f8c?pvs=21), Commons_Governance_Protocols (https://app.notion.com/p/Commons_Governance_Protocols-3331441510e181019702eb428e0a8448?pvs=21)",social technology; digital inclusion; cooperative; community action,,,hola@colectic.coop,"Barcelona nonprofit technology cooperative working for social transformation through participation, learning, community action, and socialization of ICT. Relevant to CATBIS as Catalan social-technology infrastructure for digital inclusion, community empowerment, cooperative practice, and ecosocial transition.",https://colectic.coop/,
Holon,,,,,,,,,,,,,,,,,,,,,,,https://holon.cat/es/,
Maria,,,ind,,,,,,,,,,,,,,,,,,,,,
ReFi DAO,bioreg,,org,,,,,,,,,,,,,,,,,,,,https://www.refidao.com/,
Raons Coop,,,org,,,,,,,,,,,,,,,,,,info@raons.coop,,https://raons.coop/,
CEL COOP,CATBIS,,"network/ecosystem, org",Ontology relation filled for cooperative renewable-energy/community-energy infrastructure. Source still needs confirmation.,"Ops in Catalunya, catalan",regional,,,Quality label / cooperative initiative promoted through the Catalan social and solidarity economy to support local cooperative energy communities.,,,,,,Eco Social Transition,,"Renewable_Energy (https://app.notion.com/p/Renewable_Energy-3331441510e181f58896c3f08d1d6ee6?pvs=21), Collective_Ownership_Models (https://app.notion.com/p/Collective_Ownership_Models-3331441510e1811db7b2e4505cc30563?pvs=21), Commons_Governance_Protocols (https://app.notion.com/p/Commons_Governance_Protocols-3331441510e181019702eb428e0a8448?pvs=21), Network_Weaving (https://app.notion.com/p/Network_Weaving-3331441510e18111a00ac80e1492315c?pvs=21), Participatory_Planning_and_Strategies (https://app.notion.com/p/Participatory_Planning_and_Strategies-3331441510e181b09adbd91296317ceb?pvs=21)",local energy communities; cooperative energy; energy transition; social and solidarity economy; renewable energy,,,,"Catalan cooperative energy-community quality label / initiative. Relevant to CATBIS as support infrastructure for local cooperative energy communities, democratic energy transition, and social-and-solidarity-economy energy models.",https://xes.cat/2024/02/14/neix-cel-coop-el-segell-de-qualitat-per-impulsar-les-comunitats-denergia-local-cooperatives/,
Domingo Club,,,org,,,,,,,,,,,,,,,,,,,,https://domingoclub.com/projects/domingo-fermenter-lab,
ReFi Events telegram group,,,,,,,,,,,,,,,,,,,,,,,https://t.me/+JF35ft_jlE82NDFi,
"Jahed ",,,ind,,,,,,,,,,,,,,,,,,,,,
Asamblea Ciudadana para el Clima,,,"org, public body","Removed from CATBIS. If we want this in RCSH, create/use a Catalunya-specific or Barcelona-specific climate assembly row instead.",Ops in Spain,,,,"Spanish citizen assembly process for climate policy and democratic public participation, producing recommendations for a safer and fairer response to climate change.",,,,,,Eco Social Transition,,"Participatory_Planning_and_Strategies (https://app.notion.com/p/Participatory_Planning_and_Strategies-3331441510e181b09adbd91296317ceb?pvs=21), Decision_Making_Processes (https://app.notion.com/p/Decision_Making_Processes-3331441510e18123adbccc5983c9018e?pvs=21), Political_Advocacy (https://app.notion.com/p/Political_Advocacy-3331441510e1812880fdd8d661966799?pvs=21), Governance_Bodies (https://app.notion.com/p/Governance_Bodies-3331441510e181688959d5e2a5457fc6?pvs=21)",citizen assembly; climate policy; public participation; deliberative democracy; climate justice; Spain,,,,"Useful governance reference for climate deliberation in Spain, but not a CATBIS/RCSH actor unless specifically referring to the Catalunya or Barcelona climate assemblies. Removed from CATBIS because this row represents the Spain-wide process, not a concrete Catalunya actor.",https://asambleaciudadanadelcambioclimatico.es/,
GroundInn,,,org,,,,,,,,,,,,,,,,,,fernanda@groundinn.world,,https://www.instagram.com/groundinn,
Del Peix al Plat,CATBIS,,org,"Ontology relation filled for visitor/fishing-tourism experiences, marine education, community food access, ecological awareness/monitoring and responsible seafood value chains.","Ops in Catalunya, catalan",regional,,,"Barcelona social enterprise for fishing tourism, marine education, scientific outreach, and responsible local fish consumption, connecting citizens with the Barcelona Fishermen’s Guild and Mediterranean marine biodiversity.",,,,,,"Bioeconomy, Eco Social Transition, Regeneration",,"Visitor_Experiences (https://app.notion.com/p/Visitor_Experiences-3331441510e18183bed0e44473df1b34?pvs=21), Learning_Programs (https://app.notion.com/p/Learning_Programs-3331441510e181f48fccd81f52b7a58f?pvs=21), Community_Food_Access (https://app.notion.com/p/Community_Food_Access-3331441510e1817daf1efe81df7ef31c?pvs=21), Ecological_Monitoring (https://app.notion.com/p/Ecological_Monitoring-3331441510e1816ba8f8c71a168a276e?pvs=21), Value_Chain_Development (https://app.notion.com/p/Value_Chain_Development-3331441510e181b0bf6efa361478dbf2?pvs=21)",sustainable fisheries; marine education; responsible consumption; blue bioeconomy; biodiversity; fishing tourism; Barcelona,,,hello@delpeixalplat.com,"Barcelona marine education and responsible seafood initiative connecting citizens with the Fishermen’s Guild, Mediterranean biodiversity, sustainable fisheries, and responsible local fish consumption. Relevant to CATBIS as blue bioeconomy / food-system education and marine-territorial awareness infrastructure.",https://delpeixalplat.com/,
Smart Citizen,,,org,,,,,,,,,,,,,,,,,,,,https://smartcitizen.me/,
Aigua es Vida,CATBIS,"Social, Water",org,,"Ops in Catalunya, catalan",regional,,,"Aigua és Vida is a Catalan platform of organisations defending water as a human right and common good. It works for public, democratic water policy and water-cycle management in Catalunya with active citizen participation.",,,,,,"Eco Social Transition, Regeneration",,"Water_Management (https://app.notion.com/p/Water_Management-3331441510e181288124c49fd649d9ba?pvs=21), Commons_Governance_Protocols (https://app.notion.com/p/Commons_Governance_Protocols-3331441510e181019702eb428e0a8448?pvs=21), Political_Advocacy (https://app.notion.com/p/Political_Advocacy-3331441510e1812880fdd8d661966799?pvs=21), Watershed_Repair (https://app.notion.com/p/Watershed_Repair-3331441510e181d798ede5c0958fe944?pvs=21), Territorial_Monitoring (https://app.notion.com/p/Territorial_Monitoring-3331441510e18195ab40fce1a0e38106?pvs=21)",water commons; public water management; democratic governance; climate justice; ecosystem protection; Catalunya,,,https://www.aiguaesvida.org/qui-som/contacte/,"Catalan water-commons and public-governance platform. Relevant to CATBIS as civic and political infrastructure for democratic water management, remunicipalisation, citizen participation, water justice, climate-aware policy, and territorial resilience across Catalunya.",https://www.aiguaesvida.org/,
Decode,,,,,,,,,,,,,,,,,,,,,,,https://ajuntament.barcelona.cat/digital/en/technology-accessible-everyone/accessible-and-participatory/decode,
Regen Foundation,bioreg,,org,,,,,,,,,,,,,,,,,,,,https://regen.foundation/,
Mas Les Vinyes,,,org,,,,,,,,,,,,,,,,,,maslesvinyes@gmail.com,,https://www.maslesvinyes.com/,
Resilience.Earth,,,org,,,,,,,,,,,,,,,,,,,,https://resilience.earth/,
Opcions,,,org,,,,,,,,,,,,,,,,,,opcions@opcions.coop,,https://opcions.org/es/,
Foodcoop BCN,,,org,,,,,,,,,,,,,,,,,,hola@foodcoopbcn.cat,,https://foodcoopbcn.cat/,
